1.000000000000001062e-02,9.343397412246996769e-03,9.992550118771079126e-03,8.823529422727934349e-03,8.518518526295683346e-03,1.000000000000000021e-02,8.317560599940279631e-03,1.000000000000000021e-02,8.726732627911914369e-03,9.411764705882352117e-03,9.000383097044026282e-03,9.529409031793674434e-03,1.000011984509303550e-02,1.045438166138933610e-02,1.000000000000000021e-02,1.000000022862476343e-02,8.711396247260147843e-03,8.724777894927931640e-03,1.000000000000000021e-02,9.628246924548340691e-03,9.565217392350763848e-03,1.000000000000000021e-02,9.714926634776148776e-03,8.447636465448171011e-03,9.697331276702024147e-03,8.224850684045629731e-03,9.699083103982120493e-03,1.000000000000000021e-02,1.000000000000000021e-02,9.269999107294538826e-03,9.226991619057016078e-03,1.000000000000000021e-02,1.000000000000000888e-02,9.676495105571952457e-03,9.027769136593127158e-03,9.091257360949114505e-03,1.000000000000000021e-02,8.996130650325310715e-03,9.312928994824326914e-03,9.651964679762333951e-03,1.000000000000000021e-02,8.329891739283447685e-03,8.888888909610355091e-03,8.944719685791989450e-03,9.333333333333344514e-03,1.000000000000000021e-02,8.750000003008424204e-03,1.008032490523175229e-02,8.450817774991098430e-03,1.000000000000000021e-02,1.000000000000000021e-02,8.873500763206374278e-03,9.333333346086743545e-03,9.203329386864718756e-03,1.000000000000000021e-02
1.011904761904761953e-02,1.114087547689269694e-02,1.077797155826769153e-02,1.113600582828122749e-02,1.146444616145863779e-02,1.042527527753187196e-02,1.031586550633068096e-02,1.250000000000000069e-02,1.033905432014272339e-02,1.113600582828028207e-02,1.250000000000000069e-02,1.045440674867173340e-02,1.178454892345754887e-02,1.113222598845918336e-02,1.250000000000000069e-02,1.057961464431030410e-02,1.156747772522930505e-02,1.000019154852202150e-02,1.250000000000000069e-02,1.189718419166330317e-02,1.241938614523339229e-02,1.250000000000000069e-02,1.208333333333334002e-02,1.197916667634979504e-02,1.250000000000000069e-02,1.250000000000000763e-02,1.176441971371173546e-02,1.071560496599536366e-02,1.112905756678531088e-02,1.074141798599984043e-02,1.237720217585094526e-02,1.127961966375470512e-02,1.236603873138132463e-02,1.250000000000000763e-02,1.239087135537787245e-02,1.250000000000000069e-02,1.250000000000000069e-02,1.143482202262724109e-02,1.203722073058793515e-02,1.214126291461719263e-02,1.144600450367185690e-02,1.150188758203710485e-02,1.250000000000000069e-02,9.914657566562795274e-03,1.250000000000000069e-02,1.250000000000000069e-02,7.813098589131289851e-03,1.121178328226560446e-02,1.250000000000000069e-02,1.250000000000000069e-02,1.250000000000000069e-02,1.201941495050255423e-02,1.012080662132715074e-02,1.155736352037380066e-02,1.250000000000000069e-02
1.351351351351351426e-02,1.072204802643114685e-02,1.126417757110745148e-02,1.119233333051617395e-02,1.158387636856545409e-02,1.201232185605223546e-02,1.046236448668628159e-02,1.351351351351351426e-02,1.101531547775619173e-02,1.192401646443686652e-02,1.216216216216216284e-02,9.189396282379221417e-03,1.163266333797501918e-02,9.304938414831907117e-03,1.351351351351351426e-02,1.207073633412381053e-02,1.037380829899572053e-02,1.030754864305621563e-02,1.351351351351351426e-02,1.057579319541223500e-02,1.057619068278251029e-02,1.013513513513513570e-02,1.267774091415187210e-02,1.126126126126126940e-02,1.143490966428826507e-02,7.964060276200897459e-03,1.135155844090383545e-02,1.216244102179836299e-02,1.202942538784434849e-02,1.042588072311198023e-02,1.238738738738738750e-02,1.280254843317498240e-02,1.228501229643236443e-02,1.108337579049907713e-02,1.164739975550823509e-02,1.228548293551149154e-02,1.305112693482008389e-02,1.001414467402378557e-02,1.151151151151151228e-02,1.303088803088803954e-02,1.228526579377246797e-02,9.482238878883407496e-03,1.351351351351351426e-02,1.151142399599023626e-02,1.261295774508470850e-02,1.351351351351351426e-02,1.351351351351351426e-02,1.201232185605223546e-02,1.013532253207656032e-02,9.246360666460911107e-03,1.351351351351351426e-02,1.106507246831001275e-02,1.171208352455998213e-02,1.070869450971645778e-02,1.351351351351351426e-02
9.920634920634927023e-03,9.615684029785265610e-03,9.838184662641217756e-03,9.279777263430308287e-03,8.895409327080473771e-03,1.041666666666666609e-02,9.692862112046375656e-03,1.041666666666666609e-02,1.053128331978648614e-02,9.100526787893034944e-03,8.583561744010100025e-03,1.041666666666666609e-02,9.463360160556101922e-03,1.041666666666666609e-02,1.041666666666666609e-02,8.578431393134199751e-03,9.457825065394290243e-03,1.000000000000000021e-02,1.041666666666666609e-02,9.888223198192006014e-03,1.041666666713306731e-02,7.812500000000000000e-03,9.375000006552221959e-03,1.001348060598277606e-02,1.041666666666666609e-02,1.041666666666666609e-02,9.204954080808958050e-03,1.041666666720302697e-02,9.762322139140211866e-03,1.004464285714285789e-02,9.982638888888888118e-03,1.041666666666666609e-02,9.943181818181818024e-03,9.267805982471824869e-03,9.315040443465691378e-03,1.041666667189916455e-02,1.010009136427070763e-02,1.003101199731636778e-02,9.645209528180565331e-03,9.672761575861020533e-03,1.041666666666666956e-02,1.041666666666667129e-02,9.259702665011058237e-03,1.041666666666666609e-02,1.041666666666666609e-02,1.041666666666666609e-02,1.041666666666666609e-02,9.375669365857828078e-03,1.004464285714286309e-02,9.299904381134690978e-03,1.041666666666666609e-02,8.872029178564081950e-03,9.747992537954100131e-03,9.943181818181826698e-03,1.041666666666666609e-02
9.530674581358831998e-03,1.274829884702854965e-02,1.175303060148461150e-02,1.254608261706723245e-02,1.160949362740618974e-02,1.249377132845380135e-02,1.144390464818648839e-02,1.333333333333333419e-02,1.143820593824201870e-02,1.067603969925271998e-02,1.200000000000000025e-02,1.181580324392507604e-02,1.291682629043501042e-02,1.273174586941678253e-02,1.333333333333333419e-02,1.182039884323373563e-02,1.244980229972245458e-02,1.173869133490260293e-02,1.333333333333333419e-02,1.159420290940512202e-02,1.176205956862513315e-02,1.000127699014675096e-02,1.288888888893960187e-02,1.307006775782969775e-02,1.230769230780933907e-02,1.086504476976518641e-02,1.226687098509014751e-02,1.191106087466948377e-02,1.275209809918595796e-02,1.102168772805917074e-02,1.204359476394017622e-02,1.333333333341340729e-02,1.212144430123880331e-02,1.086438673296067151e-02,1.185185186103289955e-02,1.333333333333333419e-02,1.280000000991552388e-02,1.136185867593329096e-02,1.084630343377273980e-02,1.213988676096194354e-02,1.261975077287620303e-02,1.197361482733686443e-02,1.333333333333333419e-02,1.238095388229042311e-02,1.333333333343476174e-02,1.333333333333333419e-02,1.333333333333333419e-02,1.249377132845379094e-02,1.172385353182855451e-02,9.824918824059673123e-03,9.531488130742921117e-03,1.180623235948949357e-02,1.228674557799620468e-02,1.212121212121212120e-02,1.333333333333333419e-02
1.117471410994380458e-02,1.097393711276518045e-02,1.100407617260198805e-02,1.019894638578189294e-02,1.049663762227936135e-02,1.031820511636056398e-02,9.700347280598049793e-03,1.253616667345872591e-02,1.073976970942672193e-02,8.746509121059972344e-03,1.111111111111112021e-02,9.880778436229580020e-03,9.318212965272437698e-03,1.130448082458875188e-02,1.256884794540436001e-02,1.089324618736383504e-02,9.931890429119821784e-03,1.044177029531296805e-02,1.234567901234567833e-02,9.666370025358120635e-03,9.739652421775438912e-03,3.086426751998687899e-03,1.082434782941280559e-02,1.075556341606370703e-02,1.139601354952286295e-02,1.116990005878894764e-02,1.000649226847125269e-02,9.286621084381312813e-03,1.011627262506281655e-02,1.146384479717812988e-02,1.183140760729434714e-02,1.107468684837797229e-02,1.234567901544643409e-02,9.781585719210247540e-03,9.762178560186364137e-03,8.982859912952712717e-03,1.191662965096548440e-02,1.052060896966682500e-02,1.014309756172450221e-02,1.146401371122369485e-02,1.012566950597850943e-02,1.065309462144380624e-02,9.602194787379973381e-03,1.146384480561292440e-02,1.234567901234567833e-02,1.234567901234567833e-02,1.234567901234567833e-02,1.031694540588705931e-02,9.567731107213098968e-03,9.272873585193845691e-03,1.234567901234567833e-02,1.092506585993086032e-02,1.069959350910943720e-02,1.048858671363886094e-02,1.234567901234567833e-02
9.752911578470668461e-03,9.551657387679738861e-03,1.109534554115134547e-02,1.094901091712410963e-02,9.778037721636417129e-03,1.109534554115134547e-02,9.090552064621171269e-03,1.149425287356321823e-02,1.001097940085302583e-02,1.039600690634687880e-02,1.149425287356321823e-02,1.049116139263611344e-02,8.667667320696620728e-03,8.957463338254157900e-03,1.149425287356321823e-02,1.014525965303857830e-02,1.149402487632875981e-02,9.195764592093794501e-03,9.579277963685873046e-03,9.496987421811048033e-03,9.496123302549648940e-03,9.036163302922865445e-03,1.072981503184985454e-02,9.491705421333899648e-03,9.726245001807272764e-03,8.189876543970606854e-03,1.011495255738279440e-02,1.056096397214428655e-02,1.121808625881653802e-02,1.067323481128030008e-02,9.169045941925283230e-03,9.906728729220543386e-03,9.926854773867928652e-03,9.793041693722009250e-03,1.021718598351136452e-02,1.149425287356321823e-02,1.110095855080862545e-02,8.953421329354824265e-03,9.791726774835271194e-03,9.501936268292526105e-03,1.116787414704441435e-02,9.865183380589824871e-03,1.022154765319573631e-02,1.067339207596224547e-02,1.123906269031300746e-02,1.149425287356321823e-02,1.059671137563650452e-02,1.055107577411775431e-02,9.090709520557739912e-03,9.074410185833766546e-03,1.149425287356321823e-02,9.512677361602913176e-03,1.101556407466897092e-02,8.513044593776483704e-03,1.149425287356321823e-02
1.107520358835797046e-02,1.090429417384507389e-02,1.151761517644504275e-02,1.219512195121951262e-02,1.084045446887445772e-02,1.151761518911254174e-02,1.132404183637340106e-02,1.219512195121951262e-02,1.166489926783144913e-02,1.219512195121951262e-02,1.097560977877025390e-02,1.170750394977757361e-02,1.113399034577743432e-02,1.120619361430200481e-02,1.110681379345471696e-02,9.247007139609134813e-03,1.174041702170487179e-02,1.119809467085210695e-02,1.219512195121951262e-02,1.117232521407191675e-02,1.219512196107720367e-02,1.219512195121951262e-02,1.064885345328755832e-02,1.089113564726887015e-02,1.215384379158827334e-02,1.111770117469853582e-02,1.031338585060507206e-02,1.219512196255585768e-02,1.219512195121951262e-02,1.095147423693761633e-02,1.067095002024754692e-02,1.219512195121951262e-02,1.172094502739426738e-02,1.180877658211296720e-02,1.092416274254607092e-02,1.219512195121951262e-02,1.219512195121951262e-02,1.042057024665295206e-02,1.219512195121951262e-02,1.179050756634636085e-02,1.219512195121951262e-02,1.138935246728580743e-02,1.084062750276968204e-02,1.131476634867184181e-02,1.138242528224238381e-02,1.219512195121951262e-02,1.219512195121951262e-02,1.219512195121951262e-02,1.087922628708225953e-02,1.152725885391493559e-02,1.219512195121951262e-02,9.905777279996986692e-03,1.219564585236762241e-02,1.053215078769309879e-02,1.219512195121951262e-02
1.113208682880486786e-02,1.351351351351351426e-02,1.277509460624540877e-02,1.351351351351351426e-02,1.196754259483343019e-02,1.351351351351351426e-02,1.261357880465088961e-02,1.351351351366771036e-02,1.233842538190364248e-02,1.351351351351351426e-02,1.351351351351351426e-02,1.197028207510651698e-02,1.273837603740589179e-02,1.175415988499171720e-02,1.351351351351351426e-02,1.306036602166515612e-02,1.165297679850727658e-02,1.034867671894909059e-02,1.351351351351351426e-02,1.292596945863197858e-02,1.238694956818926600e-02,1.351351351351351426e-02,1.306306343973017738e-02,1.246879776431146156e-02,1.054531858148064806e-02,1.138178293093361493e-02,1.297300214186200215e-02,1.351351351351351426e-02,1.351351351351351426e-02,1.110057101269578891e-02,1.295045045045045001e-02,1.351351352673656192e-02,1.289926289926289840e-02,1.301318091405542082e-02,1.257584423675890163e-02,1.351351351351351426e-02,1.351351351351351426e-02,1.152044931095285926e-02,1.301301301352843394e-02,1.227966442226229894e-02,1.351351351351351426e-02,1.191475049747980561e-02,1.351351351351351426e-02,1.206563707657819749e-02,1.173859601093526009e-02,1.351351351351351426e-02,1.182432432432432498e-02,1.351351351351351426e-02,1.303088803088803781e-02,1.223070765739532779e-02,1.420853606081787582e-02,1.299376300342600273e-02,1.351351351351351426e-02,1.289949821685750994e-02,1.351351351351351426e-02
9.523809523809524669e-03,8.818342158547454526e-03,8.184781658179218072e-03,8.227959426357981873e-03,8.480158673707664102e-03,8.465608485282124715e-03,8.843667720083008346e-03,9.523809523809524669e-03,8.695810806344851998e-03,6.832703083214998994e-03,8.571428571428571855e-03,9.327883160941560781e-03,8.035730351498905980e-03,9.025748751516189661e-03,9.523809523809524669e-03,8.403361344537814762e-03,8.843537414965987192e-03,9.142857142857143543e-03,9.523809523809524669e-03,8.695664177230161621e-03,7.885130023675180483e-03,9.523809523809524669e-03,8.299868285515883681e-03,9.054892853741360742e-03,8.791208791208791201e-03,9.523809523809524669e-03,7.623640727094885272e-03,9.047619056472193041e-03,8.425048767997787846e-03,9.008838935710108270e-03,7.609448508415043132e-03,9.022556400296545195e-03,8.181308965625440702e-03,7.760283916480535324e-03,8.112891272950719865e-03,8.783190562229443304e-03,9.142857149939660408e-03,9.574949874958757490e-03,8.088260579987701857e-03,8.039715255561087279e-03,8.225108241204854773e-03,9.183680974038708686e-03,9.523809523809526403e-03,9.207825042073980795e-03,9.439744971339664864e-03,9.523809523809524669e-03,9.523809523809524669e-03,8.202476976297728636e-03,9.183673475711430154e-03,7.427707437170139038e-03,9.523809523809524669e-03,8.070178272550502033e-03,8.253968277576646112e-03,8.225108233156539286e-03,9.523809523809524669e-03
